gene_id	gene_name	number_of_cells_expressed
ENSG00000117569	PTBP2	6316393
ENSG00000174501	ANKRD36C	6316064
ENSG00000100941	PNN	6315739
ENSG00000108510	MED13	6313286
ENSG00000115504	EHBP1	6312351
ENSG00000125676	THOC2	6311863
ENSG00000171223	JUNB	6310676
ENSG00000108669	CYTH1	6309701
ENSG00000153814	JAZF1	6308395
ENSG00000090266	NDUFB2	6308020
ENSG00000198363	ASPH	6306979
ENSG00000163939	PBRM1	6300429
ENSG00000164329	TENT2	6296081
ENSG00000156642	NPTN	6282759
ENSG00000168653	NDUFS5	6280118
ENSG00000048707	VPS13D	6278593
ENSG00000196284	SUPT3H	6277053
ENSG00000029725	RABEP1	6276263
ENSG00000198898	CAPZA2	6275159
ENSG00000185630	PBX1	6274401
ENSG00000011566	MAP4K3	6273481
ENSG00000080802	CNOT4	6272831
ENSG00000140740	UQCRC2	6272809
ENSG00000128512	DOCK4	6272496
ENSG00000151320	AKAP6	6271708
ENSG00000172765	TMCC1	6270181
ENSG00000134283	PPHLN1	6269150
ENSG00000105223	PLD3	6268786
ENSG00000127540	UQCR11	6268546
ENSG00000116731	PRDM2	6267843
ENSG00000166734	GOLM2	6267799
ENSG00000083168	KAT6A	6267173
ENSG00000137478	FCHSD2	6262663
ENSG00000188612	SUMO2	6260246
ENSG00000175115	PACS1	6257874
ENSG00000182667	NTM	6257384
ENSG00000180817	PPA1	6256883
ENSG00000142669	SH3BGRL3	6256440
ENSG00000184863	RBM33	6252783
ENSG00000134882	UBAC2	6252567
ENSG00000109339	MAPK10	6248055
ENSG00000101040	ZMYND8	6245750
ENSG00000172869	DMXL1	6239838
ENSG00000115053	NCL	6238729
ENSG00000182944	EWSR1	6237485
ENSG00000100030	MAPK1	6235422
ENSG00000111011	RSRC2	6234636
ENSG00000164506	STXBP5	6234437
ENSG00000205937	RNPS1	6234417
ENSG00000170759	KIF5B	6233855
ENSG00000213639	PPP1CB	6231127
ENSG00000151240	DIP2C	6230873
ENSG00000135976	ANKRD36	6227317
ENSG00000115839	RAB3GAP1	6226691
ENSG00000083312	TNPO1	6226691
ENSG00000166165	CKB	6226374
ENSG00000102763	VWA8	6222503
ENSG00000136709	WDR33	6219362
ENSG00000157837	SPPL3	6218324
ENSG00000151779	NBAS	6215773
ENSG00000138757	G3BP2	6214399
ENSG00000138032	PPM1B	6212790
ENSG00000141867	BRD4	6207201
ENSG00000075391	RASAL2	6207081
ENSG00000134333	LDHA	6206944
ENSG00000151474	FRMD4A	6206895
ENSG00000087470	DNM1L	6204950
ENSG00000143951	WDPCP	6204387
ENSG00000170248	PDCD6IP	6201105
ENSG00000117868	ESYT2	6200602
ENSG00000031003	FAM13B	6198646
ENSG00000154723	ATP5PF	6198144
ENSG00000123983	ACSL3	6187433
ENSG00000078747	ITCH	6187381
ENSG00000160310	PRMT2	6183668
ENSG00000100592	DAAM1	6183615
ENSG00000112305	SMAP1	6182213
ENSG00000077157	PPP1R12B	6181936
ENSG00000100852	ARHGAP5	6181549
ENSG00000085832	EPS15	6181260
ENSG00000028203	VEZT	6180118
ENSG00000168385	SEPTIN2	6179971
ENSG00000100387	RBX1	6177677
ENSG00000112249	ASCC3	6169576
ENSG00000114902	SPCS1	6167260
ENSG00000101972	STAG2	6165237
ENSG00000138443	ABI2	6165149
ENSG00000147010	SH3KBP1	6163512
ENSG00000114126	TFDP2	6163135
ENSG00000073803	MAP3K13	6159515
ENSG00000011454	RABGAP1	6157355
ENSG00000169062	UPF3A	6157171
ENSG00000105176	URI1	6156978
ENSG00000173163	COMMD1	6154695
ENSG00000185046	ANKS1B	6154554
ENSG00000247828	TMEM161B-DT	6153187
ENSG00000021645	NRXN3	6153179
ENSG00000077380	DYNC1I2	6152918
ENSG00000038219	BOD1L1	6152908
ENSG00000197323	TRIM33	6151406
ENSG00000170921	TANC2	6149213
ENSG00000100239	PPP6R2	6148220
ENSG00000134318	ROCK2	6145970
ENSG00000171603	CLSTN1	6145818
ENSG00000221914	PPP2R2A	6145287
ENSG00000241973	PI4KA	6145122
ENSG00000108946	PRKAR1A	6142279
ENSG00000185883	ATP6V0C	6140601
ENSG00000006125	AP2B1	6137646
ENSG00000177885	GRB2	6137151
ENSG00000155849	ELMO1	6136332
ENSG00000144283	PKP4	6135187
ENSG00000177570	SAMD12	6132402
ENSG00000198258	UBL5	6129834
ENSG00000136770	DNAJC1	6128859
ENSG00000134982	APC	6128053
ENSG00000146457	WTAP	6127963
ENSG00000067082	KLF6	6127723
ENSG00000164597	COG5	6125581
ENSG00000014641	MDH1	6121260
ENSG00000143924	EML4	6120558
ENSG00000163681	SLMAP	6118067
ENSG00000164031	DNAJB14	6116950
ENSG00000130414	NDUFA10	6114343
ENSG00000146414	SHPRH	6110986
ENSG00000177606	JUN	6109104
ENSG00000096746	HNRNPH3	6108362
ENSG00000091157	WDR7	6107984
ENSG00000163162	RNF149	6107961
ENSG00000169760	NLGN1	6107454
ENSG00000088538	DOCK3	6106691
ENSG00000125944	HNRNPR	6100758
ENSG00000174437	ATP2A2	6100217
ENSG00000115944	COX7A2L	6099993
ENSG00000138674	SEC31A	6097685
ENSG00000197601	FAR1	6096216
ENSG00000170035	UBE2E3	6096054
ENSG00000150459	SAP18	6095916
ENSG00000175390	EIF3F	6092914
ENSG00000156411	ATP5MJ	6091103
ENSG00000092108	SCFD1	6091011
ENSG00000150093	ITGB1	6090067
ENSG00000118473	SGIP1	6086858
ENSG00000113648	MACROH2A1	6086075
ENSG00000205531	NAP1L4	6085671
ENSG00000114796	KLHL24	6083521
ENSG00000040341	STAU2	6081881
ENSG00000122218	COPA	6081019
ENSG00000184305	CCSER1	6079670
ENSG00000137815	RTF1	6079006
ENSG00000184076	UQCR10	6078628
ENSG00000136754	ABI1	6078422
ENSG00000017260	ATP2C1	6077227
ENSG00000196504	PRPF40A	6074470
ENSG00000163125	RPRD2	6072914
ENSG00000070214	SLC44A1	6071642
ENSG00000146463	ZMYM4	6069790
ENSG00000055163	CYFIP2	6069467
ENSG00000146416	AIG1	6069123
ENSG00000107581	EIF3A	6068991
ENSG00000107290	SETX	6065551
ENSG00000148516	ZEB1	6065159
ENSG00000113013	HSPA9	6059510
ENSG00000102893	PHKB	6059413
ENSG00000008018	PSMB1	6058996
ENSG00000034713	GABARAPL2	6058993
ENSG00000217128	FNIP1	6058796
ENSG00000187257	RSBN1L	6057606
ENSG00000196792	STRN3	6052185
ENSG00000061676	NCKAP1	6049116
ENSG00000132341	RAN	6045684
ENSG00000144426	NBEAL1	6045309
ENSG00000139163	ETNK1	6045007
ENSG00000139220	PPFIA2	6042853
ENSG00000086758	HUWE1	6042604
ENSG00000076685	NT5C2	6042203
ENSG00000130340	SNX9	6039981
ENSG00000129292	PHF20L1	6039458
ENSG00000171132	PRKCE	6038918
ENSG00000138777	PPA2	6037809
ENSG00000101109	STK4	6037072
ENSG00000141447	OSBPL1A	6033597
ENSG00000171456	ASXL1	6033171
ENSG00000153922	CHD1	6029365
ENSG00000086061	DNAJA1	6027738
ENSG00000175198	PCCA	6026788
ENSG00000137871	ZNF280D	6023374
ENSG00000161960	EIF4A1	6019329
ENSG00000150593	PDCD4	6019298
ENSG00000198815	FOXJ3	6018431
ENSG00000114120	SLC25A36	6014954
ENSG00000033170	FUT8	6014500
ENSG00000167632	TRAPPC9	6014415
ENSG00000154229	PRKCA	6014188
ENSG00000182196	ARL6IP4	6010331
ENSG00000188641	DPYD	6010276
ENSG00000129084	PSMA1	6009926
ENSG00000189337	KAZN	6005126
ENSG00000122257	RBBP6	6004416
ENSG00000107745	MICU1	6001971
ENSG00000174953	DHX36	6001246
ENSG00000089053	ANAPC5	6000988
ENSG00000152234	ATP5F1A	5994092
ENSG00000171681	ATF7IP	5992788
ENSG00000099624	ATP5F1D	5992159
ENSG00000183354	KIAA2026	5992113
ENSG00000020426	MNAT1	5991292
ENSG00000169862	CTNND2	5991249
ENSG00000054611	TBC1D22A	5989737
ENSG00000067715	SYT1	5988570
ENSG00000153815	CMIP	5986358
ENSG00000134152	KATNBL1	5986207
ENSG00000047410	TPR	5985858
ENSG00000100503	NIN	5985420
ENSG00000081154	PCNP	5983327
ENSG00000107372	ZFAND5	5976782
ENSG00000124486	USP9X	5976086
ENSG00000180370	PAK2	5973720
ENSG00000048052	HDAC9	5973291
ENSG00000133030	MPRIP	5973155
ENSG00000168785	TSPAN5	5970208
ENSG00000077147	TM9SF3	5967827
ENSG00000116288	PARK7	5965665
ENSG00000100644	HIF1A	5963164
ENSG00000144711	IQSEC1	5962532
ENSG00000145416	MARCHF1	5962422
ENSG00000109654	TRIM2	5960900
ENSG00000135298	ADGRB3	5960834
ENSG00000010818	HIVEP2	5960748
ENSG00000125356	NDUFA1	5960435
ENSG00000138095	LRPPRC	5957543
ENSG00000120594	PLXDC2	5956297
ENSG00000073614	KDM5A	5951226
ENSG00000171843	MLLT3	5950301
ENSG00000100154	TTC28	5949946
ENSG00000139116	KIF21A	5949883
ENSG00000198677	SKIC3	5948277
ENSG00000156011	PSD3	5947022
ENSG00000083535	PIBF1	5946735
ENSG00000123684	LPGAT1	5946694
ENSG00000083896	YTHDC1	5946096
ENSG00000145860	RNF145	5943291
ENSG00000107864	CPEB3	5942037
ENSG00000154122	ANKH	5940857
ENSG00000183291	SELENOF	5940216
ENSG00000138101	DTNB	5940128
ENSG00000291237	SOD2	5934342
ENSG00000185305	ARL15	5930070
ENSG00000182197	EXT1	5929564
ENSG00000078699	CBFA2T2	5927829
ENSG00000152082	MZT2B	5924381
ENSG00000168702	LRP1B	5922336
ENSG00000101126	ADNP	5920127
ENSG00000126214	KLC1	5919583
ENSG00000048471	SNX29	5919155
ENSG00000112137	PHACTR1	5918253
ENSG00000204592	HLA-E	5918162
ENSG00000088387	DOCK9	5918103
ENSG00000054965	FAM168A	5912672
ENSG00000032219	ARID4A	5910708
ENSG00000135870	RC3H1	5910516
ENSG00000185946	RNPC3	5909687
ENSG00000039319	ZFYVE16	5909247
ENSG00000046653	GPM6B	5908841
ENSG00000137642	SORL1	5907828
ENSG00000153201	RANBP2	5906382
ENSG00000132294	EFR3A	5906246
ENSG00000122417	ODF2L	5904038
ENSG00000177311	ZBTB38	5901691
ENSG00000197548	ATG7	5900085
ENSG00000067208	EVI5	5894463
ENSG00000078018	MAP2	5894140
ENSG00000106723	SPIN1	5891614
ENSG00000079819	EPB41L2	5886729
ENSG00000100320	RBFOX2	5886664
ENSG00000224078	SNHG14	5885630
ENSG00000122507	BBS9	5885443
ENSG00000166266	CUL5	5885251
ENSG00000065559	MAP2K4	5883840
ENSG00000196419	XRCC6	5882634
ENSG00000033627	ATP6V0A1	5881653
ENSG00000133961	NUMB	5881421
ENSG00000139154	AEBP2	5881198
ENSG00000108306	FBXL20	5881026
ENSG00000147050	KDM6A	5878918
ENSG00000048828	FAM120A	5878390
ENSG00000111860	CEP85L	5874529
ENSG00000166833	NAV2	5873813
ENSG00000144381	HSPD1	5871234
ENSG00000123200	ZC3H13	5869629
ENSG00000213079	SCAF8	5869555
ENSG00000106615	RHEB	5869171
ENSG00000158528	PPP1R9A	5867872
ENSG00000145348	TBCK	5867447
ENSG00000065526	SPEN	5866009
ENSG00000170871	KIAA0232	5865672
ENSG00000135404	CD63	5864777
ENSG00000081189	MEF2C	5863496
ENSG00000240972	MIF	5862955
ENSG00000173821	RNF213	5862558
ENSG00000034677	RNF19A	5861260
ENSG00000166377	ATP9B	5858918
ENSG00000140941	MAP1LC3B	5854640
ENSG00000009335	UBE3C	5853823
ENSG00000159459	UBR1	5853052
ENSG00000010803	SCMH1	5852656
ENSG00000075568	TMEM131	5849592
ENSG00000144560	VGLL4	5847298
ENSG00000072803	FBXW11	5844564
ENSG00000153914	SREK1	5844032
ENSG00000161203	AP2M1	5841989
ENSG00000139910	NOVA1	5841086
ENSG00000100393	EP300	5834297
ENSG00000130402	ACTN4	5834067
ENSG00000138593	SECISBP2L	5834018
ENSG00000146963	LUC7L2	5833648
ENSG00000106829	TLE4	5832789
ENSG00000197971	MBP	5832292
ENSG00000169764	UGP2	5831368
ENSG00000138078	PREPL	5831280
ENSG00000090238	YPEL3	5827768
ENSG00000272888	CHASERR	5825884
ENSG00000134294	SLC38A2	5822932
ENSG00000184007	PTP4A2	5820444
ENSG00000134909	ARHGAP32	5820388
ENSG00000166794	PPIB	5819091
ENSG00000112200	ZNF451	5818627
ENSG00000154518	ATP5MC3	5818264
ENSG00000212907	MT-ND4L	5814580
ENSG00000097033	SH3GLB1	5812411
ENSG00000109472	CPE	5812073
ENSG00000057608	GDI2	5810460
ENSG00000147044	CASK	5808132
ENSG00000169564	PCBP1	5805889
ENSG00000160710	ADAR	5804703
ENSG00000025293	PHF20	5803686
ENSG00000182621	PLCB1	5803502
ENSG00000139687	RB1	5802974
ENSG00000176390	CRLF3	5802539
ENSG00000214548	MEG3	5802354
ENSG00000117450	PRDX1	5801503
ENSG00000087095	NLK	5800333
ENSG00000173692	PSMD1	5799339
ENSG00000172115	CYCS	5799204
ENSG00000196588	MRTFA	5795481
ENSG00000077097	TOP2B	5795109
ENSG00000116171	SCP2	5794980
ENSG00000213585	VDAC1	5793107
ENSG00000173473	SMARCC1	5792986
ENSG00000168958	MFF	5790042
ENSG00000154265	ABCA5	5789994
ENSG00000179889	PDXDC1	5788740
ENSG00000164032	H2AZ1	5788594
ENSG00000134769	DTNA	5788240
ENSG00000159023	EPB41	5787681
ENSG00000170456	DENND5B	5787255
ENSG00000223482	NUTM2A-AS1	5786623
ENSG00000107758	PPP3CB	5786312
ENSG00000143614	GATAD2B	5785631
ENSG00000118564	FBXL5	5784799
ENSG00000113649	TCERG1	5784136
ENSG00000198887	SMC5	5782060
ENSG00000175387	SMAD2	5781516
ENSG00000205268	PDE7A	5778264
ENSG00000170296	GABARAP	5775028
ENSG00000157514	TSC22D3	5774927
ENSG00000198911	SREBF2	5771729
ENSG00000122042	UBL3	5770454
ENSG00000173744	AGFG1	5768247
ENSG00000090686	USP48	5764489
ENSG00000228474	OST4	5762518
ENSG00000120910	PPP3CC	5762384
ENSG00000065548	ZC3H15	5762368
ENSG00000198648	STK39	5761668
ENSG00000088854	DNAAF9	5761334
ENSG00000120885	CLU	5760412
ENSG00000149925	ALDOA	5759711
ENSG00000130939	UBE4B	5759324
ENSG00000158987	RAPGEF6	5758631
ENSG00000132963	POMP	5758152
ENSG00000103479	RBL2	5757994
ENSG00000100129	EIF3L	5756361
ENSG00000118200	CAMSAP2	5755246
ENSG00000150625	GPM6A	5755020
ENSG00000155506	LARP1	5752878
ENSG00000120129	DUSP1	5752424
ENSG00000117713	ARID1A	5749420
ENSG00000130396	AFDN	5748434
ENSG00000265491	RNF115	5745968
ENSG00000151746	BICD1	5743857
ENSG00000068878	PSME4	5742684
ENSG00000165209	STRBP	5740747
ENSG00000174891	RSRC1	5740641
ENSG00000177189	RPS6KA3	5740536
ENSG00000084070	SMAP2	5740493
ENSG00000187742	SECISBP2	5739680
ENSG00000198830	HMGN2	5738657
ENSG00000127124	HIVEP3	5738472
ENSG00000137764	MAP2K5	5737205
ENSG00000084207	GSTP1	5736928
ENSG00000184220	CMSS1	5736442
ENSG00000047188	YTHDC2	5733084
ENSG00000088930	XRN2	5732211
ENSG00000175061	SNHG29	5730961
ENSG00000065413	ANKRD44	5730794
ENSG00000144724	PTPRG	5728784
ENSG00000135317	SNX14	5728395
ENSG00000105401	CDC37	5727463
ENSG00000158417	EIF5B	5727159
ENSG00000230124	ACBD6	5726990
ENSG00000154217	PITPNC1	5724368
ENSG00000179218	CALR	5723782
ENSG00000166167	BTRC	5723041
ENSG00000170832	USP32	5722940
ENSG00000106261	ZKSCAN1	5722568
ENSG00000102317	RBM3	5721710
ENSG00000145982	FARS2	5720835
ENSG00000128731	HERC2	5718538
ENSG00000186010	NDUFA13	5713643
ENSG00000153250	RBMS1	5712983
ENSG00000113163	CERT1	5712497
ENSG00000176406	RIMS2	5706517
ENSG00000128245	YWHAH	5706339
ENSG00000107669	ATE1	5704102
ENSG00000105701	FKBP8	5703485
ENSG00000120265	PCMT1	5702084
ENSG00000163697	APBB2	5701679
ENSG00000185774	KCNIP4	5700804
ENSG00000176340	COX8A	5700714
ENSG00000151623	NR3C2	5697663
ENSG00000119487	MAPKAP1	5695752
ENSG00000204138	PHACTR4	5692957
ENSG00000144218	AFF3	5691439
ENSG00000169100	SLC25A6_ENSG00000169100	5689649
ENSG00000154556	SORBS2	5689046
ENSG00000165629	ATP5F1C	5687912
ENSG00000186001	LRCH3	5687154
ENSG00000187231	SESTD1	5685186
ENSG00000104763	ASAH1	5684658
ENSG00000173674	EIF1AX	5683633
ENSG00000176463	SLCO3A1	5683440
ENSG00000170145	SIK2	5681349
ENSG00000205726	ITSN1	5681278
ENSG00000167232	ZNF91	5680476
ENSG00000197969	VPS13A	5678477
ENSG00000175806	MSRA	5675726
ENSG00000181090	EHMT1	5674962
ENSG00000119318	RAD23B	5674916
ENSG00000117000	RLF	5673538
ENSG00000100836	PABPN1	5672744
ENSG00000141252	VPS53	5670696
ENSG00000183283	DAZAP2	5670400
ENSG00000107854	TNKS2	5670290
ENSG00000111731	C2CD5	5669336
ENSG00000116044	NFE2L2	5667424
ENSG00000137941	TTLL7	5666341
ENSG00000179915	NRXN1	5666054
ENSG00000004897	CDC27	5665751
ENSG00000136536	MARCHF7	5665086
ENSG00000165995	CACNB2	5662988
ENSG00000148120	AOPEP	5655489
ENSG00000188559	RALGAPA2	5655336
ENSG00000073910	FRY	5653625
ENSG00000196220	SRGAP3	5653555
ENSG00000067798	NAV3	5651889
ENSG00000173517	PEAK1	5651004
ENSG00000119596	YLPM1	5650310
ENSG00000198160	MIER1	5650021
ENSG00000123505	AMD1	5648224
ENSG00000125743	SNRPD2	5647776
ENSG00000026025	VIM	5644858
ENSG00000114423	CBLB	5641734
ENSG00000015171	ZMYND11	5641440
ENSG00000114098	ARMC8	5641320
ENSG00000172292	CERS6	5640194
ENSG00000132639	SNAP25	5635058
ENSG00000092439	TRPM7	5634463
ENSG00000164754	RAD21	5633551
ENSG00000116030	SUMO1	5630515
ENSG00000114784	EIF1B	5629961
ENSG00000066032	CTNNA2	5628515
ENSG00000158195	WASF2	5627855
ENSG00000143702	CEP170	5624963
ENSG00000139970	RTN1	5624632
ENSG00000136810	TXN	5624529
ENSG00000164258	NDUFS4	5624364
ENSG00000156113	KCNMA1	5624340
ENSG00000142687	KIAA0319L	5623778
ENSG00000171105	INSR	5622477
ENSG00000060339	CCAR1	5622040
ENSG00000254999	BRK1	5621560
ENSG00000091164	TXNL1	5620485
ENSG00000130338	TULP4	5620338
ENSG00000089057	SLC23A2	5617163
ENSG00000175893	ZDHHC21	5616684
ENSG00000047249	ATP6V1H	5615410
ENSG00000106803	SEC61B	5614413
ENSG00000138279	ANXA7	5613044
ENSG00000100345	MYH9	5612603
ENSG00000065518	NDUFB4	5611337
ENSG00000175354	PTPN2	5610120
ENSG00000170348	TMED10	5608752
ENSG00000055130	CUL1	5604595
ENSG00000167615	LENG8	5602832
ENSG00000182220	ATP6AP2	5602386
ENSG00000102189	EEA1	5600775
ENSG00000145730	PAM	5598122
ENSG00000108256	NUFIP2	5596302
ENSG00000162521	RBBP4	5595451
ENSG00000137710	RDX	5594012
ENSG00000169306	IL1RAPL1	5593744
ENSG00000243156	MICAL3	5593407
ENSG00000059758	CDK17	5592866
ENSG00000198130	HIBCH	5592490
ENSG00000180376	CCDC66	5591464
ENSG00000100138	SNU13	5590675
ENSG00000069020	MAST4	5589936
ENSG00000044574	HSPA5	5589709
ENSG00000156931	VPS8	5587730
ENSG00000125952	MAX	5586225
ENSG00000136813	ECPAS	5586076
ENSG00000162402	USP24	5582732
ENSG00000185737	NRG3	5580869
ENSG00000149100	EIF3M	5578618
ENSG00000122484	RPAP2	5576557
ENSG00000110651	CD81	5576498
ENSG00000124422	USP22	5576258
ENSG00000116667	C1orf21	5576201
ENSG00000150867	PIP4K2A	5576116
ENSG00000105778	AVL9	5575888
ENSG00000131174	COX7B	5573569
ENSG00000036549	ZZZ3	5572629
ENSG00000165280	VCP	5570962
ENSG00000134371	CDC73	5570052
ENSG00000152127	MGAT5	5569351
ENSG00000075945	KIFAP3	5566941
ENSG00000170310	STX8	5565127
ENSG00000186472	PCLO	5564877
ENSG00000154710	RABGEF1	5564224
ENSG00000136003	ISCU	5562896
ENSG00000103342	GSPT1	5562168
ENSG00000100485	SOS2	5561265
ENSG00000133424	LARGE1	5560555
ENSG00000015153	YAF2	5556761
ENSG00000106603	COA1	5555137
ENSG00000147099	HDAC8	5554981
ENSG00000106028	SSBP1	5554886
ENSG00000189079	ARID2	5553716
ENSG00000153774	CFDP1	5551823
ENSG00000117625	RCOR3	5548681
ENSG00000149177	PTPRJ	5546821
ENSG00000101266	CSNK2A1	5546009
ENSG00000132849	PATJ	5545578
ENSG00000101608	MYL12A	5544287
ENSG00000144455	SUMF1	5543968
ENSG00000005700	IBTK	5542760
ENSG00000058063	ATP11B	5541414
ENSG00000108021	TASOR2	5535359
ENSG00000128699	ORMDL1	5534238
ENSG00000023318	ERP44	5533270
ENSG00000119950	MXI1	5532930
ENSG00000112699	GMDS	5531164
ENSG00000111666	CHPT1	5529504
ENSG00000177479	ARIH2	5529011
ENSG00000151322	NPAS3	5523308
ENSG00000183726	TMEM50A	5522862
ENSG00000181827	RFX7	5521060
ENSG00000058091	CDK14	5520807
ENSG00000162704	ARPC5	5520030
ENSG00000100523	DDHD1	5519400
ENSG00000163527	STT3B	5517914
ENSG00000120251	GRIA2	5517298
ENSG00000049759	NEDD4L	5514606
ENSG00000007392	LUC7L	5513784
ENSG00000166136	NDUFB8	5512934
ENSG00000197386	HTT	5512519
ENSG00000148090	AUH	5512226
ENSG00000151883	PARP8	5511620
ENSG00000107929	LARP4B	5508716
ENSG00000109572	CLCN3	5508442
ENSG00000174469	CNTNAP2	5507524
ENSG00000107890	ANKRD26	5507122
ENSG00000083799	CYLD	5506735
ENSG00000011275	RNF216	5505893
ENSG00000103994	ZNF106	5503260
ENSG00000148948	LRRC4C	5501619
ENSG00000172493	AFF1	5501430
ENSG00000078114	NEBL	5500111
ENSG00000183023	SLC8A1	5498424
ENSG00000025796	SEC63	5498177
ENSG00000101294	HM13	5497880
ENSG00000138468	SENP7	5497433
ENSG00000083097	DOP1A	5495698
ENSG00000188229	TUBB4B	5495106
ENSG00000148053	NTRK2	5493955
ENSG00000128881	TTBK2	5493804
ENSG00000011405	PIK3C2A	5493215
ENSG00000040933	INPP4A	5492574
ENSG00000162613	FUBP1	5488879
ENSG00000137601	NEK1	5488027
ENSG00000100811	YY1	5487552
ENSG00000177879	AP3S1	5486018
ENSG00000078668	VDAC3	5477099
ENSG00000143164	DCAF6	5475280
ENSG00000055208	TAB2	5475215
ENSG00000157450	RNF111	5474692
ENSG00000102786	INTS6	5470568
ENSG00000116675	DNAJC6	5470388
ENSG00000138767	CNOT6L	5469135
ENSG00000064607	SUGP2	5468636
ENSG00000164096	C4orf3	5468526
ENSG00000175662	TOM1L2	5466312
ENSG00000118217	ATF6	5465821
ENSG00000115677	HDLBP	5465055
ENSG00000167792	NDUFV1	5464047
ENSG00000141425	RPRD1A	5462883
ENSG00000145241	CENPC	5461600
ENSG00000155313	USP25	5459270
ENSG00000141504	SAT2	5457518
ENSG00000132842	AP3B1	5456334
ENSG00000197912	SPG7	5455433
ENSG00000128989	ARPP19	5454999
ENSG00000160213	CSTB	5453374
ENSG00000089248	ERP29	5451879
ENSG00000160305	DIP2A	5449106
ENSG00000018236	CNTN1	5448786
ENSG00000225484	NUTM2B-AS1	5446575
ENSG00000188352	FOCAD	5445884
ENSG00000126261	UBA2	5444499
ENSG00000104133	SPG11	5443788
ENSG00000177889	UBE2N	5443479
ENSG00000132155	RAF1	5442788
ENSG00000138190	EXOC6	5441554
ENSG00000135932	CAB39	5441419
ENSG00000100991	TRPC4AP	5441351
ENSG00000135749	PCNX2	5440928
ENSG00000130770	ATP5IF1	5440607
ENSG00000137145	DENND4C	5440341
ENSG00000102595	UGGT2	5439533
ENSG00000136643	RPS6KC1	5439169
ENSG00000136560	TANK	5433483
ENSG00000260032	NORAD	5432932
ENSG00000111880	RNGTT	5431087
ENSG00000163479	SSR2	5429550
ENSG00000126858	RHOT1	5429114
ENSG00000164463	CREBRF	5428111
ENSG00000148219	ASTN2	5427823
ENSG00000130226	DPP6	5426611
ENSG00000133858	ZFC3H1	5423800
ENSG00000196230	TUBB	5422879
ENSG00000073969	NSF	5420915
ENSG00000118922	KLF12	5420608
ENSG00000134444	RELCH	5420551
ENSG00000180776	ZDHHC20	5420221
ENSG00000131236	CAP1	5419875
ENSG00000150471	ADGRL3	5419239
ENSG00000230876	LINC00486	5418491
ENSG00000187164	SHTN1	5417647
ENSG00000171877	FRMD5	5417356
ENSG00000087365	SF3B2	5416613
ENSG00000141905	NFIC	5413584
ENSG00000082397	EPB41L3	5413124
ENSG00000078328	RBFOX1	5412770
ENSG00000109320	NFKB1	5406298
ENSG00000170579	DLGAP1	5405874
ENSG00000102753	KPNA3	5405748
ENSG00000231889	TRAF3IP2-AS1	5404992
ENSG00000162599	NFIA	5404903
ENSG00000080546	SESN1	5404848
ENSG00000114030	KPNA1	5404518
ENSG00000135597	REPS1	5404237
ENSG00000243147	MRPL33	5403468
ENSG00000135164	DMTF1	5401815
ENSG00000122565	CBX3	5401332
ENSG00000082269	FAM135A	5400426
ENSG00000118873	RAB3GAP2	5400197
ENSG00000117632	STMN1	5396869
ENSG00000088205	DDX18	5394547
ENSG00000138760	SCARB2	5394512
ENSG00000107679	PLEKHA1	5394119
ENSG00000005022	SLC25A5	5393793
ENSG00000184203	PPP1R2	5393450
ENSG00000197448	GSTK1	5391961
ENSG00000121964	GTDC1	5391535
ENSG00000183648	NDUFB1	5391395
ENSG00000115840	SLC25A12	5390830
ENSG00000135018	UBQLN1	5388867
ENSG00000128609	NDUFA5	5388703
ENSG00000234545	FAM133B	5387916
ENSG00000144535	DIS3L2	5387506
ENSG00000147421	HMBOX1	5387253
ENSG00000113441	LNPEP	5386874
ENSG00000129515	SNX6	5386826
ENSG00000163618	CADPS	5386454
ENSG00000107862	GBF1	5385714
ENSG00000119509	INVS	5384687
ENSG00000073417	PDE8A	5384517
ENSG00000164405	UQCRQ	5383492
ENSG00000140612	SEC11A	5382815
ENSG00000080345	RIF1	5382638
ENSG00000139990	DCAF5	5382092
ENSG00000081913	PHLPP1	5380434
ENSG00000170027	YWHAG	5380230
ENSG00000278540	ACACA	5378019
ENSG00000023734	STRAP	5377368
ENSG00000112893	MAN2A1	5375137
ENSG00000111775	COX6A1	5372374
ENSG00000128739	SNRPN	5372147
ENSG00000163644	PPM1K	5371904
ENSG00000100632	ERH	5370770
ENSG00000186868	MAPT	5367280
ENSG00000115484	CCT4	5366730
ENSG00000153147	SMARCA5	5366532
ENSG00000153956	CACNA2D1	5366345
ENSG00000152818	UTRN	5366265
ENSG00000078043	PIAS2	5366113
ENSG00000171044	XKR6	5365312
ENSG00000105373	NOP53	5365250
ENSG00000044115	CTNNA1	5363447
ENSG00000143870	PDIA6	5363281
ENSG00000099246	RAB18	5363001
ENSG00000136854	STXBP1	5356590
ENSG00000169918	OTUD7A	5356045
ENSG00000151466	SCLT1	5356032
ENSG00000182606	TRAK1	5354332
ENSG00000149179	CSTPP1	5354298
ENSG00000184787	UBE2G2	5352985
ENSG00000118515	SGK1	5352520
ENSG00000152217	SETBP1	5350256
ENSG00000101752	MIB1	5349577
ENSG00000123144	TRIR	5348224
ENSG00000111237	VPS29	5347850
ENSG00000250479	CHCHD10	5344655
ENSG00000138802	SEC24B	5344109
ENSG00000151923	TIAL1	5343378
ENSG00000113851	CRBN	5341459
ENSG00000071189	SNX13	5339719
